product_id,order_id,product_name,quantity,order_date,order_time,unit_price,total_price,bazaar_location,selling_method,product_category,product_components
939,90327,QuesaBirria,2,12/4/2025,1:03:57 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
940,90328,QuesaBirria,2,12/4/2025,1:15:12 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
941,90329,QuesaBirria,2,12/4/2025,1:18:26 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
942,90330,QuesaBirria,1,12/4/2025,1:26:40 PM,119,119,UST PopUp Village,Onsite,Main,Birria
943,90332,QuesaBirria,4,12/4/2025,1:27:11 PM,109.5,438,UST PopUp Village,Onsite,Main,Birria
944,90333,QuesaBirria,2,12/4/2025,1:27:58 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
945,90334,QuesaBirria,4,12/4/2025,1:32:58 PM,109.5,438,UST PopUp Village,Onsite,Main,Birria
946,90335,QuesaBirria,1,12/4/2025,1:34:01 PM,119,119,UST PopUp Village,Onsite,Main,Birria
947,90336,QuesaBirria,2,12/4/2025,1:37:04 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
948,90337,QuesaBirria,1,12/4/2025,1:39:07 PM,119,119,UST PopUp Village,Onsite,Main,Birria
949,90338,QuesaBirria,4,12/4/2025,1:43:40 PM,109.5,438,UST PopUp Village,Onsite,Main,Birria
950,90339,QuesaBirria,2,12/4/2025,1:47:30 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
951,90340,QuesaBirria,2,12/4/2025,1:49:52 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
952,90341,QuesaBirria,1,12/4/2025,1:54:40 PM,119,119,UST PopUp Village,Onsite,Main,Birria
953,90342,QuesaBirria,2,12/4/2025,2:04:27 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
954,90343,QuesaBirria,3,12/4/2025,2:08:04 PM,112.67,338,UST PopUp Village,Onsite,Main,Birria
955,90344,QuesaBirria,2,12/4/2025,2:08:04 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
956,90345,QuesaBirria,4,12/4/2025,2:10:31 PM,109.5,438,UST PopUp Village,Onsite,Main,Birria
957,90346,QuesaBirria,4,12/4/2025,2:11:28 PM,109.5,438,UST PopUp Village,Onsite,Main,Birria
958,90347,QuesaBirria,2,12/4/2025,2:14:53 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
959,90348,QuesaBirria,2,12/4/2025,2:19:16 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
960,90349,QuesaBirria,4,12/4/2025,2:27:45 PM,109.5,438,UST PopUp Village,Onsite,Main,Birria
961,90350,QuesaBirria,2,12/4/2025,2:28:30 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
962,90351,QuesaBirria,2,12/4/2025,2:30:37 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
963,90352,QuesaBirria,2,12/4/2025,2:34:56 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
964,90353,QuesaBirria,4,12/4/2025,2:41:04 PM,109.5,438,UST PopUp Village,Onsite,Main,Birria
965,90354,QuesaBirria,4,12/4/2025,2:49:57 PM,109.5,438,UST PopUp Village,Onsite,Main,Birria
966,90355,QuesaBirria,2,12/4/2025,2:51:01 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
967,90356,QuesaBirria,4,12/4/2025,2:52:15 PM,109.5,438,UST PopUp Village,Onsite,Main,Birria
968,90357,QuesaBirria,2,12/4/2025,2:54:24 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
969,90358,QuesaBirria,2,12/4/2025,2:56:09 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
970,90359,QuesaBirria,2,12/4/2025,3:09:53 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
971,90360,QuesaBirria,2,12/4/2025,3:11:42 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
972,90361,QuesaBirria,1,12/4/2025,3:22:31 PM,119,119,UST PopUp Village,Onsite,Main,Birria
973,90362,QuesaBirria,2,12/4/2025,3:25:34 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
974,90363,QuesaBirria,2,12/4/2025,3:29:07 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
975,90364,QuesaBirria,2,12/4/2025,3:36:06 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
976,90365,QuesaBirria,2,12/4/2025,3:43:27 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
977,90366,QuesaBirria,1,12/4/2025,3:47:31 PM,119,119,UST PopUp Village,Onsite,Main,Birria
978,90367,QuesaBirria,1,12/4/2025,3:50:56 PM,119,119,UST PopUp Village,Onsite,Main,Birria
979,90368,QuesaBirria,2,12/4/2025,3:53:39 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
980,90369,QuesaBirria,2,12/4/2025,3:54:27 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
981,90370,QuesaBirria,2,12/4/2025,3:55:06 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
982,90371,QuesaBirria,2,12/4/2025,4:01:47 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
983,90372,QuesaBirria,1,12/4/2025,4:01:47 PM,119,119,UST PopUp Village,Onsite,Main,Birria
984,90373,QuesaBirria,2,12/4/2025,4:06:11 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
985,90374,QuesaBirria,2,12/4/2025,4:07:32 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
986,90375,QuesaBirria,3,12/4/2025,4:18:40 PM,112.67,338,UST PopUp Village,Onsite,Main,Birria
987,90376,QuesaBirria,2,12/4/2025,4:22:27 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
988,90377,QuesaBirria,2,12/4/2025,4:25:49 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
989,90378,QuesaBirria,2,12/4/2025,4:28:04 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
990,90380,QuesaBirria,2,12/4/2025,4:33:01 PM,99.5,199,UST PopUp Village,Onsite,Main,Birria
991,90381,QuesaBirria,4,12/4/2025,4:38:05 PM,109.5,438,UST PopUp Village,Onsite,Main,Birria
992,90382,QuesaBirria,2,12/4/2025,4:38:37 PM,109.5,219,UST PopUp Village,Onsite,Main,Birria
993,90383,QuesaBirria,6,12/6/2025,12:12:10 PM,109.5,657,Pre-Order,Online,Main,Birria
994,90384,QuesaBirria,2,12/6/2025,12:13:06 PM,109.5,219,Pre-Order,Online,Main,Birria
995,90385,QuesaBirria,4,12/6/2025,12:25:31 PM,109.5,438,Pre-Order,Online,Main,Birria
996,90386,QuesaBirria,2,12/6/2025,12:26:12 PM,109.5,219,Pre-Order,Online,Main,Birria
997,90387,QuesaBirria,10,12/6/2025,12:27:15 PM,109.5,1095,Pre-Order,Online,Main,Birria
998,90388,QuesaBirria,2,12/6/2025,12:37:59 PM,109.5,219,Pre-Order,Online,Main,Birria
999,90389,QuesaBirria,4,12/6/2025,12:59:50 PM,109.5,438,Pre-Order,Online,Main,Birria
1000,90390,QuesaBirria,2,12/6/2025,1:06:03 PM,109.5,219,Pre-Order,Online,Main,Birria
1001,90391,QuesaBirria,4,12/6/2025,1:27:54 PM,109.5,438,Pre-Order,Online,Main,Birria
1002,90392,QuesaBirria,2,12/6/2025,1:39:49 PM,109.5,219,Pre-Order,Online,Main,Birria
1003,90393,QuesaBirria,4,12/6/2025,2:21:29 PM,109.5,438,Pre-Order,Online,Main,Birria
1004,90394,QuesaBirria,2,12/6/2025,2:24:12 PM,109.5,219,Pre-Order,Online,Main,Birria
1005,90395,QuesaBirria,6,12/6/2025,2:27:22 PM,109.5,657,Pre-Order,Online,Main,Birria
1006,90396,QuesaBirria,4,12/6/2025,2:29:53 PM,109.5,438,Pre-Order,Online,Main,Birria
1007,90397,QuesaBirria,2,12/6/2025,2:35:29 PM,109.5,219,Pre-Order,Online,Main,Birria
1008,90398,QuesaBirria,4,12/6/2025,2:46:43 PM,109.5,438,Pre-Order,Online,Main,Birria
1009,90399,QuesaBirria,4,12/6/2025,4:00:52 PM,109.5,438,Pre-Order,Online,Main,Birria
1010,90400,QuesaBirria,6,12/6/2025,4:05:48 PM,109.5,657,Pre-Order,Online,Main,Birria
1011,90401,QuesaBirria,4,12/6/2025,4:07:40 PM,109.5,438,Pre-Order,Online,Main,Birria
1012,6490809,COMBO MEAL 2,1,12/9/2025,10:40:07 AM,249,249,Pre-Order,Online,Combo,2 Birria + 1 Iced Tea
1013,6490810,COMBO MEAL 2,1,12/9/2025,10:41:16 AM,249,249,Pre-Order,Online,Combo,2 Birria + 1 Iced Tea
1014,6490811,COMBO MEAL 2,1,12/9/2025,10:42:13 AM,249,249,Pre-Order,Online,Combo,2 Birria + 1 Iced Tea
1015,6490812,COMBO MEAL 2,1,12/9/2025,10:51:07 AM,249,249,Pre-Order,Online,Combo,2 Birria + 1 Iced Tea
1016,6490813,COMBO MEAL 2,1,12/9/2025,10:53:02 AM,249,249,Pre-Order,Online,Combo,2 Birria + 1 Iced Tea
1017,6490814,COMBO MEAL 2,1,12/9/2025,11:15:10 AM,249,249,Pre-Order,Online,Combo,2 Birria + 1 Iced Tea
1018,6490815,COMBO MEAL 2,1,12/9/2025,11:19:34 AM,249,249,Pre-Order,Online,Combo,2 Birria + 1 Iced Tea
1019,6490816,COMBO MEAL 2,1,12/9/2025,11:23:05 AM,249,249,Pre-Order,Online,Combo,2 Birria + 1 Iced Tea
1020,6490817,COMBO MEAL 2,1,12/9/2025,11:20:48 AM,249,249,Pre-Order,Online,Combo,2 Birria + 1 Iced Tea
1021,6490818,COMBO MEAL 2,1,12/9/2025,11:24:40 AM,249,249,Pre-Order,Online,Combo,2 Birria + 1 Iced Tea
1022,6490819,COMBO MEAL 2,1,12/9/2025,11:31:09 AM,249,249,Pre-Order,Online,Combo,2 Birria + 1 Iced Tea
1023,6490820,COMBO MEAL 2,1,12/9/2025,11:34:54 AM,249,249,Pre-Order,Online,Combo,2 Birria + 1 Iced Tea
1024,6490821,COMBO MEAL 2,1,12/9/2025,2:14:32 PM,249,249,Pre-Order,Online,Combo,2 Birria + 1 Iced Tea
1025,6490822,COMBO MEAL 2,1,12/9/2025,2:29:23 PM,249,249,Pre-Order,Online,Combo,2 Birria + 1 Iced Tea
1026,6490823,COMBO MEAL 2,1,12/9/2025,2:39:59 PM,249,249,Pre-Order,Online,Combo,2 Birria + 1 Iced Tea
1027,6490824,COMBO MEAL 2,1,12/9/2025,3:15:30 PM,249,249,Pre-Order,Online,Combo,2 Birria + 1 Iced Tea
1028,6490825,COMBO MEAL 2,1,12/9/2025,3:15:43 PM,249,249,Pre-Order,Online,Combo,2 Birria + 1 Iced Tea
1029,90626,QuesaBirria,200,1/11/2026,10:53:02 AM,109.5,17520,Pre-Order,Online,Main,Birria
1030,90553,QuesaBirria,1,1/25/2026,7:40:57 AM,119,119,UST USTET,Onsite,Main,Birria
1031,90554,COMBO MEAL 1,1,1/25/2026,8:02:01 AM,149,149,UST USTET,Onsite,Combo,1 Birria + 1 Iced Tea
1032,90555,COMBO MEAL 1,1,1/25/2026,8:02:01 AM,149,149,UST USTET,Onsite,Combo,1 Birria + 1 Iced Tea
1033,90556,QuesaBirria,2,1/25/2026,8:07:24 AM,109.5,219,UST USTET,Onsite,Main,Birria
1034,90557,QuesaBirria,2,1/25/2026,8:07:24 AM,109.5,219,UST USTET,Onsite,Main,Birria
1035,90558,QuesaBirria,2,1/25/2026,8:16:41 AM,109.5,219,UST USTET,Onsite,Main,Birria
1036,90559,QuesaBirria,2,1/25/2026,8:21:31 AM,109.5,219,UST USTET,Onsite,Main,Birria
1037,90560,QuesaBirria,2,1/25/2026,8:26:23 AM,109.5,219,UST USTET,Onsite,Main,Birria
1038,90561,QuesaBirria,2,1/25/2026,8:32:12 AM,109.5,175.2,UST USTET,Onsite,Main,Birria
1039,90562,QuesaBirria,3,1/25/2026,8:34:19 AM,228.5,270.4,UST USTET,Onsite,Main,Birria
1040,90563,QuesaBirria,1,1/25/2026,8:44:00 AM,119,119,UST USTET,Onsite,Main,Birria
1041,90564,QuesaBirria,2,1/25/2026,8:50:31 AM,109.5,219,UST USTET,Onsite,Main,Birria
1042,90565,QuesaBirria,2,1/25/2026,9:41:18 AM,109.5,219,UST USTET,Onsite,Main,Birria
1043,90566,COMBO MEAL 2,1,1/25/2026,9:45:56 AM,249,249,UST USTET,Onsite,Combo,2 Birria + 1 Iced Tea
1044,90567,QuesaBirria,2,1/25/2026,9:48:38 AM,109.5,219,UST USTET,Onsite,Main,Birria
1045,90568,Iced Tea,1,1/25/2026,9:51:50 AM,40,40,UST USTET,Onsite,Beverage,Iced Tea
1046,90569,QuesaBirria,2,1/25/2026,9:51:50 AM,109.5,219,UST USTET,Onsite,Main,Birria
1047,90570,QuesaBirria,1,1/25/2026,9:54:47 AM,119,119,UST USTET,Onsite,Main,Birria
1048,90552,QuesaBirria,7,1/25/2026,9:55:59 AM,833,666.4,UST USTET,Onsite,Main,Birria
1049,90571,QuesaBirria,2,1/25/2026,9:58:05 AM,109.5,219,UST USTET,Onsite,Main,Birria
1050,90572,QuesaBirria,2,1/25/2026,10:19:03 AM,109.5,219,UST USTET,Onsite,Main,Birria
1051,90573,QuesaBirria,2,1/25/2026,10:54:37 AM,109.5,219,UST USTET,Onsite,Main,Birria
1052,90574,QuesaBirria,2,1/25/2026,10:56:05 AM,109.5,219,UST USTET,Onsite,Main,Birria
1053,90575,QuesaBirria,2,1/25/2026,11:06:46 AM,109.5,219,UST USTET,Onsite,Main,Birria
1054,90576,QuesaBirria,2,1/25/2026,11:11:47 AM,109.5,219,UST USTET,Onsite,Main,Birria
1055,90577,QuesaBirria,1,1/25/2026,11:14:14 AM,119,119,UST USTET,Onsite,Main,Birria
1056,90578,QuesaBirria,2,1/25/2026,11:37:20 AM,109.5,219,UST USTET,Onsite,Main,Birria
1057,90579,COMBO MEAL 1,1,1/25/2026,11:37:20 AM,149,149,UST USTET,Onsite,Combo,1 Birria + 1 Iced Tea
1058,90580,Iced Tea,1,1/25/2026,11:39:13 AM,40,40,UST USTET,Onsite,Beverage,Iced Tea
1059,90581,COMBO MEAL 1,1,1/25/2026,11:45:18 AM,149,149,UST USTET,Onsite,Combo,1 Birria + 1 Iced Tea
1060,90582,QuesaBirria,1,1/25/2026,11:53:57 AM,119,119,UST USTET,Onsite,Main,Birria
1061,90583,QuesaBirria,2,1/25/2026,11:55:09 AM,109.5,219,UST USTET,Onsite,Main,Birria
1062,90584,QuesaBirria,2,1/25/2026,11:56:04 AM,109.5,219,UST USTET,Onsite,Main,Birria
1063,90585,COMBO MEAL 1,1,1/25/2026,11:57:35 AM,149,149,UST USTET,Onsite,Combo,1 Birria + 1 Iced Tea
1064,90586,COMBO MEAL 1,1,1/25/2026,12:01:06 PM,149,149,UST USTET,Onsite,Combo,1 Birria + 1 Iced Tea
1065,90587,QuesaBirria,2,1/25/2026,12:07:40 PM,109.5,219,UST USTET,Onsite,Main,Birria
1066,90588,QuesaBirria,2,1/25/2026,12:09:13 PM,109.5,219,UST USTET,Onsite,Main,Birria
1067,90589,QuesaBirria,1,1/25/2026,12:10:57 PM,119,119,UST USTET,Onsite,Main,Birria
1068,90590,QuesaBirria,1,1/25/2026,12:21:27 PM,119,119,UST USTET,Onsite,Main,Birria
1069,90591,QuesaBirria,2,1/25/2026,12:21:27 PM,109.5,219,UST USTET,Onsite,Main,Birria
1070,90591,Iced Tea,1,1/25/2026,3:34:14 PM,40,40,UST USTET,Onsite,Beverage,Iced Tea
1071,90592,Iced Tea,2,1/25/2026,3:34:26 PM,40,80,UST USTET,Onsite,Beverage,Iced Tea
1072,90593,Iced Tea,1,1/25/2026,4:13:41 PM,40,40,UST USTET,Onsite,Beverage,Iced Tea
1073,90593,COMBO MEAL 1,1,1/25/2026,4:18:40 PM,149,149,UST USTET,Onsite,Combo,1 Birria + 1 Iced Tea
1074,90594,COMBO MEAL 2,1,1/25/2026,4:22:27 PM,249,249,UST USTET,Onsite,Combo,2 Birria + 1 Iced Tea
1075,90595,QuesaBirria,2,1/29/2026,12:30:16 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1076,90596,QuesaBirria,1,1/29/2026,12:30:38 PM,119,119,Asia Pacific,Onsite,Main,Birria
1077,90597,QuesaBirria,1,1/29/2026,12:30:38 PM,119,119,Asia Pacific,Onsite,Main,Birria
1078,90598,QuesaBirria,2,1/29/2026,12:33:22 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1079,90599,QuesaBirria,1,1/29/2026,12:34:12 PM,338,338,Asia Pacific,Onsite,Main,Birria
1080,90600,QuesaBirria,2,1/29/2026,12:36:15 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1081,90601,QuesaBirria,1,1/29/2026,12:38:47 PM,119,119,Asia Pacific,Onsite,Main,Birria
1082,90602,QuesaBirria,2,1/29/2026,12:51:20 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1083,90603,QuesaBirria,2,1/29/2026,12:53:39 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1084,90604,QuesaBirria,1,1/29/2026,12:56:17 PM,119,119,Asia Pacific,Onsite,Main,Birria
1085,90605,QuesaBirria,2,1/29/2026,1:01:39 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1086,90606,QuesaBirria,2,1/29/2026,1:08:10 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1087,90607,QuesaBirria,1,1/29/2026,1:12:13 PM,119,119,Asia Pacific,Onsite,Main,Birria
1088,90608,QuesaBirria,2,1/29/2026,1:24:09 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1089,90609,QuesaBirria,1,1/29/2026,2:00:39 PM,119,119,Asia Pacific,Onsite,Main,Birria
1090,90610,QuesaBirria,1,1/29/2026,2:11:59 PM,119,119,Asia Pacific,Onsite,Main,Birria
1091,90611,QuesaBirria,2,1/29/2026,3:00:18 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1092,90612,QuesaBirria,1,1/29/2026,3:10:40 PM,119,119,Asia Pacific,Onsite,Main,Birria
1093,90613,QuesaBirria,4,1/29/2026,3:13:53 PM,109.5,438,Asia Pacific,Onsite,Main,Birria
1094,90614,QuesaBirria,2,1/29/2026,3:14:39 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1095,90615,QuesaBirria,4,1/29/2026,3:31:03 PM,109.5,438,Asia Pacific,Onsite,Main,Birria
1096,90616,QuesaBirria,2,1/29/2026,3:34:52 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1097,90617,QuesaBirria,1,1/29/2026,3:39:45 PM,119,119,Asia Pacific,Onsite,Main,Birria
1098,90618,QuesaBirria,1,1/29/2026,3:49:38 PM,119,119,Asia Pacific,Onsite,Main,Birria
1099,90619,QuesaBirria,2,1/29/2026,3:54:47 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1100,90620,QuesaBirria,2,1/29/2026,3:56:16 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1101,90621,QuesaBirria,1,1/29/2026,3:58:59 PM,119,119,Asia Pacific,Onsite,Main,Birria
1102,90622,QuesaBirria,2,1/29/2026,3:59:04 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1103,90623,QuesaBirria,2,1/29/2026,4:13:56 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1104,90624,QuesaBirria,2,1/29/2026,4:13:41 PM,119,238,Asia Pacific,Onsite,Main,Birria
1105,90625,QuesaBirria,2,1/29/2026,4:18:06 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1106,90626,QuesaBirria,4,1/29/2026,4:18:40 PM,109.5,438,Asia Pacific,Onsite,Main,Birria
1107,90627,QuesaBirria,2,1/29/2026,4:22:27 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1108,90628,QuesaBirria,1,1/29/2026,4:26:51 PM,119,119,Asia Pacific,Onsite,Main,Birria
1109,90629,QuesaBirria,2,1/29/2026,4:30:19 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1110,90630,QuesaBirria,1,1/30/2026,11:20:48 AM,119,119,Asia Pacific,Onsite,Main,Birria
1111,90631,QuesaBirria,2,1/30/2026,11:24:40 AM,109.5,219,Asia Pacific,Onsite,Main,Birria
1112,90632,QuesaBirria,2,1/30/2026,11:31:09 AM,109.5,219,Asia Pacific,Onsite,Main,Birria
1113,90633,QuesaBirria,1,1/30/2026,11:34:54 AM,119,119,Asia Pacific,Onsite,Main,Birria
1114,90634,QuesaBirria,1,1/30/2026,2:14:32 PM,119,119,Asia Pacific,Onsite,Main,Birria
1115,90635,QuesaBirria,1,1/30/2026,2:29:23 PM,119,119,Asia Pacific,Onsite,Main,Birria
1116,90636,QuesaBirria,1,1/30/2026,2:39:59 PM,119,119,Asia Pacific,Onsite,Main,Birria
1117,90637,QuesaBirria,2,1/30/2026,3:15:30 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1118,90638,QuesaBirria,2,1/30/2026,3:15:43 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1119,90639,QuesaBirria,2,1/30/2026,3:15:59 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1120,90640,QuesaBirria,2,1/30/2026,3:18:05 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1121,90641,QuesaBirria,2,1/30/2026,3:29:47 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1122,90642,QuesaBirria,2,1/30/2026,3:30:36 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1123,90643,QuesaBirria,1,1/30/2026,3:31:58 PM,119,119,Asia Pacific,Onsite,Main,Birria
1124,90644,QuesaBirria,2,1/30/2026,3:48:16 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1125,90645,QuesaBirria,2,1/30/2026,3:58:09 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1126,90646,QuesaBirria,2,1/30/2026,3:59:42 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1127,90647,COMBO MEAL 2,1,1/30/2026,4:06:05 PM,249,249,Asia Pacific,Onsite,Combo,2 Birria + 1 Iced Tea
1128,90648,COMBO MEAL 2,1,1/30/2026,4:07:00 PM,249,249,Asia Pacific,Onsite,Combo,2 Birria + 1 Iced Tea
1129,90649,QuesaBirria,1,1/30/2026,4:08:58 PM,119,119,Asia Pacific,Onsite,Main,Birria
1130,90650,COMBO MEAL 2,1,1/30/2026,4:09:54 PM,249,249,Asia Pacific,Onsite,Combo,2 Birria + 1 Iced Tea
1131,2493926,COMBO MEAL 1,1,1/30/2026,4:12:19 PM,149,149,Asia Pacific,Onsite,Combo,1 Birria + 1 Iced Tea
1132,2493927,QuesaBirria,2,1/30/2026,4:20:21 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1133,2493928,COMBO MEAL 1,1,1/30/2026,4:20:45 PM,149,149,Asia Pacific,Onsite,Combo,1 Birria + 1 Iced Tea
1134,2493929,QuesaBirria,1,1/30/2026,4:22:45 PM,119,119,Asia Pacific,Onsite,Main,Birria
1135,2493930,QuesaBirria,1,1/30/2026,4:24:26 PM,119,119,Asia Pacific,Onsite,Main,Birria
1136,2493931,QuesaBirria,2,1/30/2026,4:38:48 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1137,2493932,QuesaBirria,1,1/30/2026,4:39:48 PM,119,119,Asia Pacific,Onsite,Main,Birria
1138,2493933,COMBO MEAL 1,1,1/30/2026,4:42:01 PM,149,149,Asia Pacific,Onsite,Combo,1 Birria + 1 Iced Tea
1139,2493934,QuesaBirria,2,1/30/2026,4:44:00 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1140,2493935,QuesaBirria,2,1/30/2026,4:45:54 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1141,2493936,Iced Tea,3,1/30/2026,4:46:26 PM,40,120,Asia Pacific,Onsite,Beverage,Iced Tea
1142,2493937,QuesaBirria,2,1/30/2026,4:48:07 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1143,2493938,QuesaBirria,2,1/30/2026,4:50:56 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1144,2493939,QuesaBirria,1,1/30/2026,4:51:39 PM,119,119,Asia Pacific,Onsite,Main,Birria
1145,2493940,Iced Tea,1,1/30/2026,4:52:03 PM,40,40,Asia Pacific,Onsite,Beverage,Iced Tea
1146,2493941,COMBO MEAL 1,1,1/30/2026,4:56:08 PM,149,149,Asia Pacific,Onsite,Combo,1 Birria + 1 Iced Tea
1147,2493942,COMBO MEAL 2,1,1/30/2026,5:04:51 PM,249,249,Asia Pacific,Onsite,Combo,2 Birria + 1 Iced Tea
1148,2493943,QuesaBirria,1,1/30/2026,5:06:35 PM,119,119,Asia Pacific,Onsite,Main,Birria
1149,2493944,COMBO MEAL 2,1,1/30/2026,5:08:43 PM,249,249,Asia Pacific,Onsite,Combo,2 Birria + 1 Iced Tea
1150,2493945,QuesaBirria,2,1/30/2026,5:09:12 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1151,2493946,QuesaBirria,2,1/30/2026,5:10:45 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1152,2493947,Iced Tea,1,1/30/2026,5:18:11 PM,40,40,Asia Pacific,Onsite,Beverage,Iced Tea
1153,2493948,QuesaBirria,2,1/30/2026,5:20:22 PM,119,238,Asia Pacific,Onsite,Main,Birria
1154,2493949,QuesaBirria,2,1/30/2026,5:22:38 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1155,2493950,QuesaBirria,4,1/30/2026,5:23:32 PM,109.5,438,Asia Pacific,Onsite,Main,Birria
1156,2493951,QuesaBirria,3,1/30/2026,5:26:07 PM,112.67,338,Asia Pacific,Onsite,Main,Birria
1157,2493951,Iced Tea,1,1/30/2026,5:32:43 PM,40,40,Asia Pacific,Onsite,Beverage,Iced Tea
1158,2493952,QuesaBirria,2,1/30/2026,5:34:37 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1159,2493953,QuesaBirria,2,1/30/2026,5:37:06 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1160,2493954,QuesaBirria,1,1/30/2026,5:38:03 PM,119,119,Asia Pacific,Onsite,Main,Birria
1161,2494140,COMBO MEAL 1,1,1/31/2026,5:40:12 PM,149,149,Asia Pacific,Onsite,Combo,1 Birria + 1 Iced Tea
1162,2494141,QuesaBirria,1,1/31/2026,5:43:45 PM,119,119,Asia Pacific,Onsite,Main,Birria
1163,2494142,QuesaBirria,2,1/31/2026,5:56:58 PM,109.5,219,Asia Pacific,Onsite,Main,Birria
1164,2494143,COMBO MEAL 1,1,1/31/2026,9:53:26 AM,149,149,Asia Pacific,Onsite,Combo,1 Birria + 1 Iced Tea
1165,2494144,QuesaBirria,2,1/31/2026,9:53:26 AM,109.5,219,Asia Pacific,Onsite,Main,Birria
1166,2494145,QuesaBirria,1,1/31/2026,9:55:22 AM,119,119,Asia Pacific,Onsite,Main,Birria
1167,2494146,Iced Tea,3,1/31/2026,9:56:51 AM,40,120,Asia Pacific,Onsite,Beverage,Iced Tea
1168,2494147,QuesaBirria,2,1/31/2026,11:09:56 AM,109.5,219,Asia Pacific,Onsite,Main,Birria
1169,2494148,QuesaBirria,2,1/31/2026,11:12:10 AM,109.5,219,Asia Pacific,Onsite,Main,Birria
1170,2494149,QuesaBirria,3,1/31/2026,11:18:07 AM,112.67,338,Asia Pacific,Onsite,Main,Birria
1171,2494150,Iced Tea,1,1/31/2026,11:28:03 AM,40,40,Asia Pacific,Onsite,Beverage,Iced Tea
1172,2494074,COMBO MEAL 1,1,1/31/2026,11:29:52 AM,149,149,Asia Pacific,Onsite,Combo,1 Birria + 1 Iced Tea
